Node1	Node2	Score
RPS19	RPL5	0.999
MX2	USP18	0.985
MRPL17	MRPS21	0.976
NDUFA5	ATP5PD	0.955
RPL32	RPS14	0.999
NDUFAF2	NDUFA12	0.979
TAF12	TAF9	0.988
EIF3E	RPL30	0.976
IFIT2	MX1	0.992
RPL30	RPL10A	0.999
CCNB1	RRM2	0.954
RPL26L1	RPS15A	0.998
RPS15	RPL21	0.999
RPS12	RPS27A	0.999
NDUFA6	NDUFA7	0.999
EXOSC1	IMP3	0.963
RPL6	RPS8	0.999
UQCRQ	NDUFS5	0.994
MRPL47	MRPL50	0.998
DYNLL1	DYNC2LI1	0.958
RPSA	RPS18	0.999
MRPL32	MRPS21	0.974
RPS19	RPS28	0.999
KNL1	SPC25	0.983
RPS19	SEC61G	0.997
NDUFB3	NDUFAF4	0.958
RPLP0	RPL12	0.999
MRPL50	MRPL57	0.996
RPL24	RPL35	0.999
MRPL1	MRPL40	0.978
MRPL35	MRPL57	0.981
SRP9	RPS21	0.988
ANAPC10	CDK1	0.963
NDUFAB1	MRPL13	0.972
RPL19	RPS18	0.999
RPL34	RPS28	0.999
CDC45	CDK1	0.952
RPS25	RPL39L	0.997
SNRPF	LSM10	0.998
IRF7	IFITM1	0.972
MRPS14	MRPL1	0.994
PSMB7	PSMD6	0.999
EIF3M	RPL30	0.965
RPS12	RPS18	0.999
RPL5	RPL32	0.999
RPL27	RPL14	0.999
PSMA4	PSMA2	0.999
FAU	RPL37A	0.999
SEC61G	RPL7A	0.996
RPL24	RPS3A	0.999
MRPL43	MRPL15	0.998
RPS24	RPS18	0.999
NDUFA5	NDUFS4	0.999
SERPINE1	VEGFA	0.982
RPS27A	RPL37	0.999
FAU	RPS27L	0.998
SEC61G	RPS15A	0.996
RPL30	RPL15	0.999
MRPL16	MRPL21	0.996
RPL5	RPS18	0.999
RPL27A	RPS4X	0.999
SEC61G	RPL37	0.996
MRPL3	MRPS21	0.973
NT5E	ADK	0.968
RPL39L	RPL27A	0.997
RPL23	RPL30	0.999
GEMIN2	SNRPF	0.993
ATP5PB	ATP5F1E	0.993
MYLK2	MYL12A	0.973
SNU13	SNRPB2	0.998
RPL7	RPL22L1	0.983
PSMA5	PSMD6	0.999
NDUFC1	NDUFS5	0.999
RPL19	RPL29	0.999
RPS3	RPL23A	0.999
CCNB1	H2AFZ	0.966
RPS13	RPS4X	0.999
RPL12	RPS18	0.999
RPL9	RPS29	0.999
ERH	SNRPF	0.995
RPL37	RPS26	0.999
MRPL58	MRPL11	0.997
NDUFB9	NDUFA6	0.999
ERH	SNRPD2	0.995
RPL10	RPL30	0.999
SNU13	LSM5	0.999
RPL23	FAU	0.999
MRPL43	MRPS22	0.983
CENPA	CENPL	0.97
TIMM10	TIMM23	0.986
LSM6	SNRPD1	0.999
IFI27	IRF7	0.964
MRPL27	MRPL42	0.994
RPS16	RPS29	0.999
RPL7A	RPS28	0.999
PSMB1	PSMD14	0.999
MRPL21	MRPL20	0.999
SEC61B	RPL27	0.997
ANAPC11	BUB1B	0.988
ITGB3BP	CENPW	0.967
BUB1B	RACGAP1	0.956
NDUFA9	NDUFS3	0.999
RPL26L1	RPL12	0.999
RPL6	RPL9	0.999
RPS3	IMP3	0.994
EIF3E	RPL9	0.987
RPL7A	RPS4X	0.999
MRPL15	FAU	0.961
TAP1	PSMB8	0.97
RPS19	RPSA	0.999
RPL7A	RPL27A	0.999
RPS12	RPL38	0.999
FAU	TBL3	0.97
MRPL18	MRPL13	0.999
RPL26L1	RPL14	0.999
MRPL51	MRPS22	0.988
RPL15	RPS26	0.999
RPL12	RPL23A	0.999
NDUFA12	NDUFA7	0.999
RPL23	RPS11	0.999
RPL22L1	RPL39L	0.996
PSMA4	PSMD10	0.964
RPLP1	RPL9	0.999
CENPQ	CENPH	0.991
POLR2F	POLR2L	0.999
SEC61B	FAU	0.956
RPL34	RPL29	0.999
NCAPH	CDK1	0.987
SKP1	FBXW5	0.967
RPS15A	RPS3	0.999
MED7	MED30	0.994
NDUFA1	NDUFA9	0.994
NDC80	NUF2	0.999
RPS13	EIF3M	0.998
NDUFB4	NDUFB1	0.999
RPL10	RPL23A	0.999
RPS3	RPL38	0.999
RPL5	RPL23A	0.999
RPL39L	RPL23A	0.996
PGK1	PGAM1	0.99
BST2	MX1	0.976
RPSA	RPL15	0.999
PCNA	CDK1	0.997
RPL23	RPL36	0.999
SKP1	ELOC	0.986
RPL13A	RPL37	0.999
PBK	RRM2	0.954
ATP5IF1	ATP5F1C	0.958
CD79B	BCL6	0.953
UBE2B	PCNA	0.971
MRPL3	MRPL54	0.983
RPS12	RPS14	0.999
RPS19	RPL19	0.999
UQCRB	NDUFS5	0.98
NPM1	CENPW	0.971
SEC61G	RPL37A	0.998
MRPL58	MRPL21	0.998
NDUFB3	UQCRQ	0.992
CCNH	SUPT5H	0.964
MRPL47	CHCHD1	0.993
MRPL35	MRPS21	0.972
RPL37	RPL23A	0.999
SF3B6	SNRPG	0.984
PSMB7	UBB	0.984
SNRPB2	SF3B5	0.997
SNU13	MAGOHB	0.953
RPL22L1	RPL39	0.996
COX6A1	CYCS	0.989
